sample_id,split,src_image,src_label,image_path,label_path
goose_011,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0418_1663154963002038118_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0418_1663154963002038118_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_011.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_011.png
goose_012,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-17_neubiberg_sunny/2023-05-17_neubiberg_sunny__0361_1684329673004924132_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-17_neubiberg_sunny/2023-05-17_neubiberg_sunny__0361_1684329673004924132_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_012.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_012.png
goose_013,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0921_1674225710764586472_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0921_1674225710764586472_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_013.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_013.png
goose_014,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__1089_1674226386016734577_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__1089_1674226386016734577_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_014.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_014.png
goose_015,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0366_1674223137282518755_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0366_1674223137282518755_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_015.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_015.png
goose_016,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0344_1668159307207447082_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0344_1668159307207447082_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_016.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_016.png
goose_017,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-20_campus/2023-04-20_campus__0039_1681994333506167663_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-20_campus/2023-04-20_campus__0039_1681994333506167663_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_017.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_017.png
goose_018,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0688_1674224769499381320_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0688_1674224769499381320_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_018.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_018.png
goose_019,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0294_1674222794670394588_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0294_1674222794670394588_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_019.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_019.png
goose_020,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0361_1684156432719310188_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0361_1684156432719310188_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_020.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_020.png
goose_021,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0281_1677851517535077689_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0281_1677851517535077689_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_021.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_021.png
goose_022,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-05_flight_with_tiguan/2023-04-05_flight_with_tiguan__0175_1680702086933622219_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-05_flight_with_tiguan/2023-04-05_flight_with_tiguan__0175_1680702086933622219_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_022.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_022.png
goose_023,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-05_flight_with_tiguan/2023-04-05_flight_with_tiguan__0106_1680701436396579554_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-05_flight_with_tiguan/2023-04-05_flight_with_tiguan__0106_1680701436396579554_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_023.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_023.png
goose_024,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0248_1670422788210938354_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0248_1670422788210938354_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_024.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_024.png
goose_025,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0449_1677852690974966862_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0449_1677852690974966862_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_025.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_025.png
goose_026,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-05_flight_with_tiguan/2023-04-05_flight_with_tiguan__0147_1680701979524034410_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-05_flight_with_tiguan/2023-04-05_flight_with_tiguan__0147_1680701979524034410_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_026.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_026.png
goose_027,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0802_1674225354606714124_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0802_1674225354606714124_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_027.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_027.png
goose_028,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0512_1668160551934918645_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0512_1668160551934918645_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_028.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_028.png
goose_029,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0156_1663756209981905136_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0156_1663756209981905136_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_029.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_029.png
goose_030,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-07-22_flight/2022-07-22_flight__0020_1658493539262412339_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-07-22_flight/2022-07-22_flight__0020_1658493539262412339_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_030.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_030.png
goose_031,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__1029_1674226139318658545_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__1029_1674226139318658545_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_031.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_031.png
goose_032,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0003_1660826852627744089_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0003_1660826852627744089_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_032.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_032.png
goose_033,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0249_1660829724303177372_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0249_1660829724303177372_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_033.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_033.png
goose_034,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0206_1665580548778743008_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0206_1665580548778743008_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_034.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_034.png
goose_035,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-20_campus/2023-04-20_campus__0312_1681996885509166303_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-20_campus/2023-04-20_campus__0312_1681996885509166303_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_035.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_035.png
goose_036,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0145_1660828634607453403_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0145_1660828634607453403_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_036.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_036.png
goose_037,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0583_1668161069239646626_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0583_1668161069239646626_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_037.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_037.png
goose_038,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-07-22_flight/2022-07-22_flight__0127_1658494347696343461_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-07-22_flight/2022-07-22_flight__0127_1658494347696343461_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_038.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_038.png
goose_039,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-20_campus/2023-04-20_campus__0296_1681996812006265099_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-20_campus/2023-04-20_campus__0296_1681996812006265099_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_039.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_039.png
goose_040,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-17_neubiberg_sunny/2023-05-17_neubiberg_sunny__0329_1684329570083273499_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-17_neubiberg_sunny/2023-05-17_neubiberg_sunny__0329_1684329570083273499_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_040.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_040.png
goose_041,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-02_garching/2023-03-02_garching__0200_1677755887717413572_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-02_garching/2023-03-02_garching__0200_1677755887717413572_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_041.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_041.png
goose_042,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0243_1670422766564997367_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0243_1670422766564997367_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_042.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_042.png
goose_043,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-02_garching/2023-03-02_garching__0153_1677755423524084710_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-02_garching/2023-03-02_garching__0153_1677755423524084710_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_043.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_043.png
goose_044,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0428_1665582234924201894_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0428_1665582234924201894_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_044.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_044.png
goose_045,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0311_1663154378458001100_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0311_1663154378458001100_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_045.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_045.png
goose_046,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0153_1668158624022618739_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0153_1668158624022618739_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_046.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_046.png
goose_047,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0251_1663756848024587529_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0251_1663756848024587529_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_047.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_047.png
goose_048,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0119_1665756953606051954_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0119_1665756953606051954_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_048.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_048.png
goose_049,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0264_1684935054377871609_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0264_1684935054377871609_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_049.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_049.png
goose_050,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0192_1665757792355253300_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0192_1665757792355253300_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_050.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_050.png
goose_051,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-20_campus/2023-04-20_campus__0217_1681996463149414183_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-20_campus/2023-04-20_campus__0217_1681996463149414183_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_051.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_051.png
goose_052,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-04_campus_rain/2022-11-04_campus_rain__0091_1667558534059300865_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-04_campus_rain/2022-11-04_campus_rain__0091_1667558534059300865_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_052.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_052.png
goose_053,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0407_1677852266008109655_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0407_1677852266008109655_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_053.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_053.png
goose_054,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0434_1670423917932922754_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0434_1670423917932922754_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_054.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_054.png
goose_055,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-02-13_touareg_neuperlach/2023-02-13_touareg_neuperlach__0027_1676281475688433406_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-02-13_touareg_neuperlach/2023-02-13_touareg_neuperlach__0027_1676281475688433406_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_055.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_055.png
goose_056,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-07-27_hoehenkirchner_forst/2022-07-27_hoehenkirchner_forst__0307_1658915444769330380_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-07-27_hoehenkirchner_forst/2022-07-27_hoehenkirchner_forst__0307_1658915444769330380_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_056.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_056.png
goose_057,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0220_1677851165560465105_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0220_1677851165560465105_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_057.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_057.png
goose_058,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0059_1665755722117702342_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0059_1665755722117702342_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_058.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_058.png
goose_059,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0076_1660827778934631641_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-18_putzbrunn_feldwege/2022-08-18_putzbrunn_feldwege__0076_1660827778934631641_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_059.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_059.png
goose_060,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0373_1674223154502053034_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0373_1674223154502053034_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_060.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_060.png
goose_061,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0074_1674221893079987827_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0074_1674221893079987827_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_061.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_061.png
goose_062,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0246_1665580825517434440_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0246_1665580825517434440_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_062.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_062.png
goose_063,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0209_1665580577685521476_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0209_1665580577685521476_labelids.png,/mnt/d/research_vl2g/goose_train_100/images/goose_063.png,/mnt/d/research_vl2g/goose_train_100/labels/goose_063.png
