sample_id,split,src_image,src_label,image_path,label_path
goose_016,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0119_1665756953606051954_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0119_1665756953606051954_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_016.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_016.png
goose_017,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0874_1674225585288986057_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0874_1674225585288986057_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_017.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_017.png
goose_018,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0055_1663153478680060780_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0055_1663153478680060780_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_018.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_018.png
goose_019,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0119_1665579784852404629_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0119_1665579784852404629_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_019.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_019.png
goose_020,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0219_1665580666374701683_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0219_1665580666374701683_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_020.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_020.png
goose_021,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-02_garching/2023-03-02_garching__0214_1677755957808975795_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-02_garching/2023-03-02_garching__0214_1677755957808975795_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_021.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_021.png
goose_022,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0992_1674225952388970451_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__0992_1674225952388970451_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_022.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_022.png
goose_023,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-07-27_hoehenkirchner_forst/2022-07-27_hoehenkirchner_forst__0309_1658915453855448869_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-07-27_hoehenkirchner_forst/2022-07-27_hoehenkirchner_forst__0309_1658915453855448869_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_023.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_023.png
goose_024,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-02-13_touareg_neuperlach/2023-02-13_touareg_neuperlach__0042_1676281544485364356_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-02-13_touareg_neuperlach/2023-02-13_touareg_neuperlach__0042_1676281544485364356_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_024.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_024.png
goose_025,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-02-23_campus_roads/2023-02-23_campus_roads__0168_1677167683108335736_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-02-23_campus_roads/2023-02-23_campus_roads__0168_1677167683108335736_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_025.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_025.png
goose_026,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0069_1665756449033719063_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0069_1665756449033719063_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_026.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_026.png
goose_027,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0329_1665581384713911603_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0329_1665581384713911603_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_027.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_027.png
goose_028,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-07-27_hoehenkirchner_forst/2022-07-27_hoehenkirchner_forst__0229_1658911926394663049_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-07-27_hoehenkirchner_forst/2022-07-27_hoehenkirchner_forst__0229_1658911926394663049_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_028.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_028.png
goose_029,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0277_1663756990653959872_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0277_1663756990653959872_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_029.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_029.png
goose_030,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0430_1684935688277873716_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0430_1684935688277873716_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_030.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_030.png
goose_031,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0451_1677852694664065118_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0451_1677852694664065118_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_031.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_031.png
goose_032,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0076_1684154667760521458_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0076_1684154667760521458_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_032.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_032.png
goose_033,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0321_1684935260318359964_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0321_1684935260318359964_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_033.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_033.png
goose_034,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-02-23_campus_roads/2023-02-23_campus_roads__0116_1677167543369046798_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-02-23_campus_roads/2023-02-23_campus_roads__0116_1677167543369046798_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_034.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_034.png
goose_035,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0485_1684156917667092597_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0485_1684156917667092597_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_035.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_035.png
goose_036,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0280_1663757010644542289_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-21_garching_uebungsplatz_2/2022-09-21_garching_uebungsplatz_2__0280_1663757010644542289_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_036.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_036.png
goose_037,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0382_1668159633195616372_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0382_1668159633195616372_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_037.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_037.png
goose_038,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0371_1670423585730653168_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-12-07_aying_hills/2022-12-07_aying_hills__0371_1670423585730653168_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_038.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_038.png
goose_039,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0742_1663156834400884710_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0742_1663156834400884710_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_039.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_039.png
goose_040,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-30_siegertsbrunn_feldwege/2022-08-30_siegertsbrunn_feldwege__0399_1661859826912996231_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-30_siegertsbrunn_feldwege/2022-08-30_siegertsbrunn_feldwege__0399_1661859826912996231_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_040.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_040.png
goose_041,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0310_1677851629030934934_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0310_1677851629030934934_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_041.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_041.png
goose_042,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-17_neubiberg_sunny/2023-05-17_neubiberg_sunny__0225_1684329182444713449_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-17_neubiberg_sunny/2023-05-17_neubiberg_sunny__0225_1684329182444713449_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_042.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_042.png
goose_043,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0036_1665755438351064288_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0036_1665755438351064288_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_043.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_043.png
goose_044,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0362_1684156435202205504_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0362_1684156435202205504_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_044.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_044.png
goose_045,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0106_1665756793175517988_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-14_hohenbrunn_feldwege_waldwege/2022-10-14_hohenbrunn_feldwege_waldwege__0106_1665756793175517988_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_045.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_045.png
goose_046,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0370_1684935420555938666_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0370_1684935420555938666_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_046.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_046.png
goose_047,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0386_1663154765445914784_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-09-14_garching_uebungsplatz/2022-09-14_garching_uebungsplatz__0386_1663154765445914784_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_047.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_047.png
goose_048,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0159_1668158641326598583_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0159_1668158641326598583_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_048.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_048.png
goose_049,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0617_1668161224845144458_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0617_1668161224845144458_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_049.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_049.png
goose_050,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-11_aying/2022-11-11_aying__0023_1668157565262230433_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-11_aying/2022-11-11_aying__0023_1668157565262230433_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_050.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_050.png
goose_051,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-30_siegertsbrunn_feldwege/2022-08-30_siegertsbrunn_feldwege__0460_1661860183134286457_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-30_siegertsbrunn_feldwege/2022-08-30_siegertsbrunn_feldwege__0460_1661860183134286457_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_051.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_051.png
goose_052,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0564_1684157538756205688_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0564_1684157538756205688_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_052.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_052.png
goose_053,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-20_campus/2023-04-20_campus__0104_1681994736934964919_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-20_campus/2023-04-20_campus__0104_1681994736934964919_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_053.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_053.png
goose_054,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-29_campus_rain_2/2022-11-29_campus_rain_2__0101_1669731024461085153_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-29_campus_rain_2/2022-11-29_campus_rain_2__0101_1669731024461085153_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_054.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_054.png
goose_055,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-11-04_campus_rain/2022-11-04_campus_rain__0070_1667557959930688144_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-11-04_campus_rain/2022-11-04_campus_rain__0070_1667557959930688144_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_055.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_055.png
goose_056,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0141_1684934336633461328_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-24_neubiberg_cloudy/2023-05-24_neubiberg_cloudy__0141_1684934336633461328_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_056.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_056.png
goose_057,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-03-03_garching_2/2023-03-03_garching_2__0332_1677851731139799714_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-03-03_garching_2/2023-03-03_garching_2__0332_1677851731139799714_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_057.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_057.png
goose_058,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-04-20_campus/2023-04-20_campus__0078_1681994556084424059_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-04-20_campus/2023-04-20_campus__0078_1681994556084424059_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_058.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_058.png
goose_059,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0435_1665582281761569417_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-10-12_solalinden_waldwege/2022-10-12_solalinden_waldwege__0435_1665582281761569417_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_059.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_059.png
goose_060,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__1025_1674226106448823081_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-01-20_aying_mangfall_2/2023-01-20_aying_mangfall_2__1025_1674226106448823081_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_060.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_060.png
goose_061,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0363_1684156438103363975_windshield_nir.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2023-05-15_neubiberg_rain/2023-05-15_neubiberg_rain__0363_1684156438103363975_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_061.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_061.png
goose_062,train,/mnt/d/dataset/off_road_dataset/goose/images/train/2022-08-30_siegertsbrunn_feldwege/2022-08-30_siegertsbrunn_feldwege__0030_1661856155067777718_windshield_vis.png,/mnt/d/dataset/off_road_dataset/goose/labels/train/2022-08-30_siegertsbrunn_feldwege/2022-08-30_siegertsbrunn_feldwege__0030_1661856155067777718_labelids.png,/mnt/d/research_vl2g/goose_train_500/images/goose_062.png,/mnt/d/research_vl2g/goose_train_500/labels/goose_062.png
